"AORD.Open","AORD.High","AORD.Low","AORD.Close","AORD.Volume","AORD.Adjusted"
"2008-06-27",5379.2,5379.2,5266.3,5349.4,1437729400,5349.4
"2008-06-30",5364.2,5416.1,5328.4,5332.9,1353210000,5332.9
"2008-07-01",5345.8,5351.4,5261.1,5261.1,891126200,5261.1
"2008-07-02",5246.9,5247.4,5187.4,5211.6,1079069400,5211.6
"2008-07-03",5170,5170,5069.4,5094,1059779000,5094
"2008-07-04",5100.1,5170,5100.1,5170,874620900,5170
"2008-07-07",5159,5161.2,5066.7,5091.7,723789000,5091.7
"2008-07-08",5092.1,5115,5020.9,5022.4,941417900,5022.4
"2008-07-09",5039.2,5114.5,5039.2,5089.4,1031895100,5089.4
"2008-07-10",5065.4,5067,4999,5020.5,998042200,5020.5
"2008-07-11",5036.3,5074.1,5023.7,5067.8,859108800,5067.8
"2008-07-14",5059,5059,4995.4,5007.9,798553600,5007.9
"2008-07-15",5005.5,5005.5,4889.6,4910.1,950175400,4910.1
"2008-07-16",4891.2,4961.2,4880,4947.5,1107716800,4947.5
"2008-07-17",4949.3,5003.2,4941.9,4977.4,966700200,4977.4
"2008-07-18",4977.5,4983.6,4901.9,4915.3,863446000,4915.3
"2008-07-21",4937.1,5075.4,4932.8,5075.4,943928400,5075.4
"2008-07-22",5072.4,5077.7,5022.6,5075.9,900389300,5075.9
"2008-07-23",5083.8,5209.6,5075.6,5161.6,1095843600,5161.6
"2008-07-24",5155.5,5201.6,5148.4,5188.4,967457400,5188.4
"2008-07-25",5190.5,5190.5,5003.2,5028.9,994519000,5028.9
"2008-07-28",5020.5,5032.2,4957.5,4989.9,794836500,4989.9
"2008-07-29",4981.1,4984.2,4896.2,4923.3,789793900,4923.3
"2008-07-30",4942.9,5025,4930.6,5008.7,727609200,5008.7
"2008-07-31",5028.4,5083.2,5027.8,5052.6,1048406000,5052.6
"2008-08-01",5047.4,5047.4,4947.2,4978,718362100,4978
"2008-08-04",4960.6,5006.3,4955.9,4957.6,582928400,4957.6
"2008-08-05",4925,5235.8,4829.2,4882,1056463400,4882
"2008-08-06",4905.3,5028.5,4905.3,5018.1,1070554600,5018.1
"2008-08-07",5025.9,5055,4991.5,5030,1015975000,5030
"2008-08-08",5017.2,5040.9,4964.8,5037.6,903996500,5037.6
"2008-08-11",5044.1,5096.2,5043.3,5069.3,764312400,5069.3
"2008-08-12",5064.9,5106.2,5049.6,5090.3,908849600,5090.3
"2008-08-13",5073.2,5074,4973.3,4995.9,884336800,4995.9
"2008-08-14",5014.5,5111.2,5012.4,5039,1067225200,5039
"2008-08-15",5032.1,5054.9,5009.7,5038.9,841307900,5038.9
"2008-08-18",5036.3,5087.8,4994,5043.5,685297500,5043.5
"2008-08-19",5024.7,5025.3,4930.4,4930.4,854405400,4930.4
"2008-08-20",4940.7,4997.5,4938.5,4997.5,994588400,4997.5
"2008-08-21",5009.8,5010.2,4944.4,4949.6,1054745500,4949.6
"2008-08-22",4965,5015,4963.7,5010.2,1132087500,5010.2
"2008-08-25",5019.7,5109.7,5017.3,5090.1,854813700,5090.1
"2008-08-26",5090.2,5090.2,4975.6,5082.3,808286200,5082.3
"2008-08-27",5087,5111.9,5048.3,5087.8,887525500,5087.8
"2008-08-28",5097.4,5162.1,5096.9,5143.3,1011382200,5143.3
"2008-08-29",5151,5220,5146.5,5215.5,1131386900,5215.5
"2008-09-01",5209.2,5210.3,5176,5200,719767200,5200
"2008-09-02",5182.2,5250.4,5182.2,5195,915473000,5195
"2008-09-03",5184,5213.7,5108.3,5130.5,1024980900,5130.5
"2008-09-04",5122.9,5150.1,5024.5,5050.9,1003243200,5050.9
"2008-09-05",5022.1,5022.1,4909.6,4949.5,1025675800,4949.5
"2008-09-08",4950.2,5140.6,4949.5,5126.3,947248100,5126.3
"2008-09-09",5112,5112.2,5028.7,5041.9,1012679400,5041.9
"2008-09-10",4997,4997,4912.1,4961.4,1012655400,4961.4
"2008-09-11",4970.5,4972,4871.4,4871.5,1023059700,4871.5
"2008-09-12",4889.2,4957.1,4887.4,4957.1,914669900,4957.1
"2008-09-15",4957.2,4957.5,4832.5,4875,840800300,4875
"2008-09-16",4839,4841.5,4739.3,4799.9,1363192600,4799.9
"2008-09-17",4807.8,4864.3,4749.4,4769.7,1460457100,4769.7
"2008-09-18",4722.1,4722.9,4575.2,4651.9,2124556600,4651.9
"2008-09-19",4679.1,4856.6,4679.1,4840.7,1939806800,4840.7
"2008-09-22",4945.1,5050.1,4938.8,5050.1,1338777000,5050.1
"2008-09-23",5021.3,5021.3,4920.4,4957.7,782722100,4957.7
"2008-09-24",4952.5,5015,4947.7,5008.2,1028344600,5008.2
"2008-09-25",4984.4,5010.1,4956.6,4960.8,1011194700,4960.8
"2008-09-26",4968.4,5019.3,4874,4934.6,983464400,4934.6
"2008-09-29",4935,4981.8,4815.3,4839.2,730177600,4839.2
"2008-09-30",4757.2,4757.4,4569.1,4631.3,1002389200,4631.3
"2008-10-01",4662.4,4814.5,4662.4,4814.5,672365200,4814.5
"2008-10-02",4815.7,4843.5,4771.4,4774.1,735419500,4774.1
"2008-10-03",4735.8,4735.9,4646.2,4702.8,793823100,4702.8
"2008-10-06",4697.8,4697.8,4525.7,4544.7,436237300,4544.7
"2008-10-07",4511.9,4625.9,4395.1,4597.9,993142100,4597.9
"2008-10-08",4549,4549.3,4364,4369.8,893087100,4369.8
"2008-10-09",4372.1,4374.4,4249,4291.3,1203339500,4291.3
"2008-10-10",4249.9,4249.9,3939.4,3939.5,1341044000,3939.5
"2008-10-13",3965.8,4167.9,3965.8,4141.9,1147647400,4141.9
"2008-10-14",4202.4,4403.7,4202.1,4311.5,1324061000,4311.5
"2008-10-15",4306.6,4308,4242.3,4272.5,970182400,4272.5
"2008-10-16",4206.6,4206.6,3973.2,3988.1,1008535000,3988.1
"2008-10-17",4011,4121.5,3936.6,3944.8,1059415100,3944.8
"2008-10-20",3964.1,4098.7,3964.1,4098.7,1216841300,4098.7
"2008-10-21",4135.1,4251.4,4134.3,4251.4,979746400,4251.4
"2008-10-22",4223.3,4223.3,4120,4120.1,867168000,4120.1
"2008-10-23",4061.1,4061.1,3937.3,3939.3,926910100,3939.3
"2008-10-24",3936.4,3988.9,3799.5,3831.6,841203300,3831.6
"2008-10-27",3835.2,3835.2,3725.6,3768.3,871458500,3768.3
"2008-10-28",3761.1,3764,3693.9,3755.4,1077619300,3755.4
"2008-10-29",3793.3,3931.3,3783.3,3805.8,1345085600,3805.8
"2008-10-30",3826.7,3975.8,3825.7,3957.3,1273942600,3957.3
"2008-10-31",3950.7,3982.7,3902.8,3982.7,1315467000,3982.7
"2008-11-03",4003,4173,3982.7,4173,972730200,4173
"2008-11-04",4153.6,4180.6,4095.1,4169.8,694734500,4169.8
"2008-11-05",4203,4291.9,4200.3,4287.3,1388624300,4287.3
"2008-11-06",4239.7,4240.9,4102.5,4106.5,975560000,4106.5
"2008-11-07",4063.5,4064.3,3928.6,4006.6,869728600,4006.6
"2008-11-10",4020.5,4111.1,4020.5,4060,920906100,4060
"2008-11-11",4041.9,4043.3,3889.9,3921.8,1001859200,3921.8
"2008-11-12",3907.3,3920.5,3856.6,3883.6,1005444200,3883.6
"2008-11-13",3840.1,3840.1,3672.4,3672.4,1093761300,3672.4
"2008-11-14",3713.6,3824.5,3713.6,3726,857115900,3726
"2008-11-17",3709.1,3709.7,3608.2,3639.5,767729100,3639.5
"2008-11-18",3624.4,3645.6,3500.8,3513.1,924813400,3513.1
"2008-11-19",3526.9,3556.6,3430.2,3483.2,1191153800,3483.2
"2008-11-20",3451.6,3451.6,3328.4,3332.6,1227997200,3332.6
"2008-11-21",3308,3386.9,3201.5,3386.9,1380640700,3386.9
"2008-11-24",3397.8,3414.7,3337.1,3388.8,941694700,3388.8
"2008-11-25",3433.8,3575.4,3432.8,3575.4,1294310500,3575.4
"2008-11-26",3570.2,3570.2,3478.3,3479.6,947384200,3479.6
"2008-11-27",3526.2,3590.8,3518.7,3528.2,1001289700,3528.2
"2008-11-28",3542.4,3672.8,3542.4,3672.7,1144487100,3672.7
"2008-12-01",3669.8,3670.3,3588.2,3619,821107300,3619
"2008-12-02",3576.2,3576.2,3473.4,3473.4,894325700,3473.4
"2008-12-03",3496.3,3559.4,3444,3476.5,786861800,3476.5
"2008-12-04",3493.4,3544.5,3458.7,3468.1,907507600,3468.1
"2008-12-05",3449.2,3490.3,3424.4,3427.2,821059500,3427.2
"2008-12-08",3441.8,3568.3,3441,3553.8,901316300,3553.8
"2008-12-09",3575,3576.4,3495.2,3533.7,925279800,3533.7
"2008-12-10",3537.5,3583.9,3491.9,3573.3,916221900,3573.3
"2008-12-11",3590.4,3602,3492.7,3534.2,911336300,3534.2
"2008-12-12",3524.3,3524.3,3418.7,3452.5,858306700,3452.5
"2008-12-15",3474.4,3599,3474.1,3535.7,1000419400,3535.7
"2008-12-16",3533.4,3533.4,3455.9,3498.9,1093167800,3498.9
"2008-12-17",3512.8,3573.5,3496.3,3515,1101142500,3515
"2008-12-18",3521.2,3521.7,3466.1,3521.7,2214856400,3521.7
"2008-12-19",3500.3,3553.2,3455.6,3547.2,1829827400,3547.2
"2008-12-22",3550.9,3555.6,3488.8,3492.3,680905300,3492.3
"2008-12-23",3486.8,3507.2,3435.5,3468.2,685914400,3468.2
"2008-12-24",3470.6,3530,3465.9,3515,423475700,3515
"2008-12-26",3515,3515,3515,3515,0,3515
"2008-12-29",3526.5,3586.5,3511.1,3554.2,569020900,3554.2
"2008-12-30",3557.1,3605.5,3533.8,3591.4,473556900,3591.4
"2008-12-31",3602.3,3666.1,3602.3,3659.3,428290500,3659.3
"2009-01-02",3660.8,3704.1,3621.5,3655.7,542029100,3655.7
"2009-01-05",3680.1,3709.6,3623.2,3638.9,1039857900,3638.9
"2009-01-06",3643.1,3706.4,3643.1,3689.2,1023273500,3689.2
"2009-01-07",3712.3,3762.5,3710.6,3728.2,1283558500,3728.2
"2009-01-08",3699.4,3699.8,3614.8,3643.6,940493900,3643.6
"2009-01-09",3654.1,3686.6,3644,3680.4,796894500,3680.4
"2009-01-12",3668.6,3668.6,3603.1,3624,721963200,3624
"2009-01-13",3608.6,3608.6,3555.6,3593.9,706590900,3593.9
"2009-01-14",3602.1,3627.9,3581.2,3624.3,726901100,3624.3
"2009-01-15",3590.6,3591.8,3463.2,3476.8,767706000,3476.8
"2009-01-16",3494.1,3519.2,3487.3,3494.9,716530400,3494.9
"2009-01-19",3500.3,3542.6,3500.3,3531,552664000,3531
"2009-01-20",3508.9,3508.9,3393.9,3425,699748100,3425
"2009-01-21",3410.5,3410.8,3363.6,3394.8,778802300,3394.8
"2009-01-22",3407.1,3439.6,3397.9,3431.9,707265300,3431.9
"2009-01-23",3418.6,3418.8,3300.2,3300.3,924189100,3300.3
"2009-01-27",3328.6,3393.8,3327,3392.3,758879600,3392.3
"2009-01-28",3398.4,3444.9,3365.6,3435.1,805770800,3435.1
"2009-01-29",3460.6,3496.5,3442.9,3461.3,981432700,3461.3
"2009-01-30",3450.3,3484.8,3410.4,3478.1,1013285000,3478.1
"2009-02-02",3460,3467.2,3426.9,3443.5,707520900,3443.5
"2009-02-03",3450.3,3516.4,3448.2,3449.1,1058865400,3449.1
"2009-02-04",3444.5,3454.3,3374.8,3382.3,1008116400,3382.3
"2009-02-05",3400.6,3403.6,3361.6,3372.6,974966000,3372.6
"2009-02-06",3383.4,3432.3,3383.3,3407.5,858786300,3407.5
"2009-02-09",3431.9,3463,3429.7,3445.8,851453800,3445.8
"2009-02-10",3452.2,3459.3,3404.9,3428.6,824959100,3428.6
"2009-02-11",3402.5,3418.1,3354.6,3418.1,756126000,3418.1
"2009-02-12",3419.3,3493.3,3418,3458.5,951043800,3458.5
"2009-02-13",3453.1,3497.8,3451.2,3496.7,836160700,3496.7
"2009-02-16",3488.2,3488.2,3446.1,3461.3,641253700,3461.3
"2009-02-17",3453.9,3481.9,3398.3,3412.2,1084115700,3412.2
"2009-02-18",3387.2,3389,3323.5,3366.9,1142128800,3366.9
"2009-02-19",3367,3423.2,3345.9,3398,1070836900,3398
"2009-02-20",3398.3,3399.2,3334.4,3353,861029500,3353
"2009-02-23",3339.8,3339.8,3269.4,3304.1,909920000,3304.1
"2009-02-24",3288,3290.8,3255,3285,945366500,3285
"2009-02-25",3305.6,3332.4,3271.4,3281.5,1083960100,3281.5
"2009-02-26",3281.7,3316.4,3275.9,3297.4,1040568600,3297.4
"2009-02-27",3296.3,3313.6,3264.2,3296.9,1472134100,3296.9
"2009-03-02",3283.4,3284.4,3190.7,3203.8,1006180200,3203.8
"2009-03-03",3204.2,3204.2,3112.6,3171.4,1107290400,3171.4
"2009-03-04",3161.4,3164.2,3102,3125.9,992971900,3125.9
"2009-03-05",3154.4,3177.1,3141.4,3148.8,1151761900,3148.8
"2009-03-06",3132.2,3133.1,3091.6,3111.7,971305000,3111.7
"2009-03-09",3128.4,3142.9,3104.2,3121.7,729280000,3121.7
"2009-03-10",3116,3143.2,3090.8,3143.2,953463900,3143.2
"2009-03-11",3171.4,3217.4,3170.8,3199.1,1286824000,3199.1
"2009-03-12",3207.5,3225.1,3181.1,3190.4,913094500,3190.4
"2009-03-13",3207.5,3302.1,3206.9,3294.7,1410720800,3294.7
"2009-03-16",3295.7,3321.9,3289.3,3297.3,1587250500,3297.3
"2009-03-17",3300.1,3393.4,3299.3,3393.4,1349705100,3393.4
"2009-03-18",3395.6,3425.8,3376.2,3386.2,1624000300,3386.2
"2009-03-19",3394,3435.7,3393.9,3416.8,2260150800,3416.8
"2009-03-20",3432.5,3432.6,3404.7,3405,1706623200,3405
"2009-03-23",3408.1,3483.1,3397,3483.1,1166156000,3483.1
"2009-03-24",3508.2,3574.8,3508.2,3517.3,1383736800,3517.3
"2009-03-25",3517.3,3560.6,3499,3546.2,1172558100,3546.2
"2009-03-26",3548.1,3602.6,3541.1,3586.3,1306194500,3586.3
"2009-03-27",3595.3,3645.8,3595.3,3615.6,1376619400,3615.6
"2009-03-30",3603.4,3604.1,3544.3,3554.2,887484500,3554.2
"2009-03-31",3539.1,3566.9,3519.6,3532.3,1290952100,3532.3
"2009-04-01",3533.5,3546.7,3503.8,3527.2,1164738200,3527.2
"2009-04-02",3539.5,3640.9,3539.2,3622.2,1471350800,3622.2
"2009-04-03",3643.4,3688.2,3643.4,3674,1568484200,3674
"2009-04-06",3673,3700.7,3672.7,3696.4,1330231600,3696.4
"2009-04-07",3684.8,3685,3646.3,3648.5,1359552400,3648.5
"2009-04-08",3635.5,3635.5,3560.2,3567.5,1063288600,3567.5
"2009-04-09",3574.1,3619.5,3573.6,3617.5,898159600,3617.5
"2009-04-14",3639.8,3718.3,3639.4,3697.9,1129720200,3697.9
"2009-04-15",3691.7,3707.6,3682.3,3693.9,1129808700,3693.9
"2009-04-16",3699.1,3750.5,3698.8,3725.6,1230515900,3725.6
"2009-04-17",3734.6,3795.9,3728.1,3728.1,1384327200,3728.1
"2009-04-20",3729.1,3739.3,3687.3,3722.6,1115190300,3722.6
"2009-04-21",3695.9,3695.9,3618.5,3633.1,1054744500,3633.1
"2009-04-22",3643.4,3657.6,3620.6,3627.2,1115905000,3627.2
"2009-04-23",3634.5,3696.9,3632.7,3695.8,1179634200,3695.8
"2009-04-24",3697,3706.7,3645.3,3668.2,1184644700,3668.2
"2009-04-27",3679.7,3735,3643.4,3690,957587200,3690
"2009-04-28",3687.3,3734,3664.2,3671.7,1075239300,3671.7
"2009-04-29",3660,3686.8,3646.5,3661.9,1183128700,3661.9
"2009-04-30",3662,3760.8,3661.9,3744.7,1378827000,3744.7
"2009-05-01",3736.9,3747.9,3721,3737.9,995318300,3737.9
"2009-05-04",3748.2,3846,3748.2,3846,1229040200,3846
"2009-05-05",3863,3907.3,3849.3,3862.2,1633134000,3862.2
"2009-05-06",3862.2,3878.2,3826.1,3840.1,1615390300,3840.1
"2009-05-07",3861.2,3925.5,3860.8,3912.1,1959168400,3912.1
"2009-05-08",3895,3920.5,3884.2,3919.6,1349375200,3919.6
"2009-05-11",3921.4,3941.7,3887.4,3910.5,1972241200,3910.5
"2009-05-12",3900.5,3900.5,3843.7,3863.6,1359239600,3863.6
"2009-05-13",3864.1,3879.5,3827.2,3842.5,1402274600,3842.5
"2009-05-14",3813.9,3814.2,3709.5,3710.8,1455178000,3710.8
"2009-05-15",3727.6,3775.7,3726.9,3758.9,1289304900,3758.9
"2009-05-18",3750.5,3750.5,3703.7,3721.6,1024138600,3721.6
"2009-05-19",3742.4,3804.3,3741.9,3800.6,1357188800,3800.6
"2009-05-20",3808.2,3814.6,3778.7,3808.9,1205489900,3808.9
"2009-05-21",3808.6,3816.9,3782.5,3804.7,1353585400,3804.7
"2009-05-22",3788.9,3789.6,3744.5,3755.4,1234922500,3755.4
"2009-05-25",3757.3,3778.3,3719.8,3735.3,960594900,3735.3
"2009-05-26",3734.1,3781.6,3722.1,3781.6,1160078300,3781.6
"2009-05-27",3790.9,3828.4,3790.5,3795.3,1586348600,3795.3
"2009-05-28",3779.5,3780,3736.7,3753.9,1332328700,3753.9
"2009-05-29",3754.2,3817.2,3753.9,3813.3,1930771800,3813.3
"2009-06-01",3813.2,3887.9,3807.7,3887.9,1511701700,3887.9
"2009-06-02",3903.1,3957.4,3903.1,3948.1,1864991000,3948.1
"2009-06-03",3947.7,4009.4,3943.3,4009.3,1845889200,4009.3
"2009-06-04",4009.3,4009.3,3925.6,3932.5,1719375000,3932.5
"2009-06-05",3932.5,4016.9,3932.5,3969,1854857600,3969
"2009-06-09",3959.3,3992.6,3933.6,3933.6,1646967600,3933.6
"2009-06-10",3947.8,4016.3,3947,4016.3,1829197000,4016.3
"2009-06-11",4013.6,4052.3,4013.3,4047.3,1671134700,4047.3
"2009-06-12",4046.7,4078.3,4038.8,4061.5,1898499000,4061.5
"2009-06-15",4050.4,4058.6,4030.4,4030.4,1955604800,4030.4
"2009-06-16",4014.5,4015.9,3950.3,3957.9,1478201700,3957.9
"2009-06-17",3941.9,3942.1,3875.7,3904.2,1656255800,3904.2
"2009-06-18",3897.4,3914.9,3868.8,3887.4,1712425200,3887.4
"2009-06-19",3894.2,3927.4,3893.2,3894.4,1663706900,3894.4
"2009-06-22",3902.1,3924.9,3891.1,3910.8,1252107400,3910.8
"2009-06-23",3884.2,3884.2,3786.9,3793,1412880200,3793
"2009-06-24",3797.4,3807.3,3766.6,3802.2,1237348900,3802.2
"2009-06-25",3809.1,3852.9,3808.8,3851.5,1174549900,3851.5
"2009-06-26",3858.6,3909.9,3858.6,3899.5,1319376200,3899.5
"2009-06-29",3896.3,3921.7,3879.5,3882.7,1046754600,3882.7
"2009-06-30",3894.6,3947.8,3894.5,3947.8,1459245600,3947.8
"2009-07-01",3934.4,3934.4,3858.1,3872.3,1134162200,3872.3
"2009-07-02",3883.9,3907.7,3870.7,3875.2,1243860100,3875.2
"2009-07-03",3858.9,3858.9,3803.7,3826.6,1067300000,3826.6
"2009-07-06",3820.2,3820.5,3769,3784.2,823449100,3784.2
"2009-07-07",3778.6,3785.7,3761.6,3767.8,911400600,3767.8
"2009-07-08",3752.8,3766,3710.1,3766,1256161400,3766
"2009-07-09",3764.3,3766.7,3740.2,3761.4,1012106600,3761.4
"2009-07-10",3761.5,3792.8,3761.4,3790.6,856646600,3790.6
"2009-07-13",3787.2,3790.4,3736.4,3738,844521400,3738
"2009-07-14",3756.2,3858.8,3756.2,3858.8,912726700,3858.8
"2009-07-15",3862.6,3921.8,3862.4,3917.5,1110569700,3917.5
"2009-07-16",3936.2,4012,3935,3987.8,1308624700,3987.8
"2009-07-17",3993.4,4016.9,3981.2,3992.9,977644900,3992.9
"2009-07-20",3998.2,4058.7,3998.2,4044.2,976237100,4044.2
"2009-07-21",4052.8,4079.4,4042.1,4048.3,1138902200,4048.3
"2009-07-22",4052.3,4073.5,4046.5,4068.9,1322440500,4068.9
"2009-07-23",4061,4076.7,4053.3,4072.6,1468234500,4072.6
"2009-07-24",4088.2,4130.4,4088.2,4097.3,1475852800,4097.3
"2009-07-27",4104.9,4160.9,4104.9,4147.8,1234428100,4147.8
"2009-07-28",4148.7,4181.9,4148.6,4174,1416741600,4174
"2009-07-29",4162.6,4183.1,4147.5,4148.9,1568058500,4148.9
"2009-07-30",4144.6,4206.3,4142.2,4195.9,1514616300,4195.9
"2009-07-31",4215.7,4251.8,4214.4,4249.5,1932795200,4249.5
"2009-08-03",4251.5,4287.9,4250.2,4270.5,1240119700,4270.5
"2009-08-04",4294.9,4345.5,4294.9,4313.9,2199561000,4313.9
"2009-08-05",4324.6,4325.2,4272.2,4272.2,5636657200,4272.2
"2009-08-06",4278.5,4331,4278,4331,1582022800,4331
"2009-08-07",4321.6,4321.6,4281.5,4303.1,1285797800,4303.1
"2009-08-10",4314.4,4352.1,4305.1,4309.2,1791228000,4309.2
"2009-08-11",4304,4335.1,4285.8,4334.4,1540210600,4334.4
"2009-08-12",4324.6,4353.8,4299.6,4345.9,1671504200,4345.9
"2009-08-13",4354.1,4436.7,4354.1,4436.7,2234504600,4436.7
"2009-08-14",4447.3,4506.5,4447.3,4465.1,2051932200,4465.1
"2009-08-17",4456.4,4456.4,4398.1,4398.1,1403748900,4398.1
"2009-08-18",4386.4,4401.2,4357.7,4385.9,1430640600,4385.9
"2009-08-19",4386,4444.5,4382.4,4387.5,1864089600,4387.5
"2009-08-20",4408.6,4437.2,4380.7,4391.4,1662763200,4391.4
"2009-08-21",4391.3,4394.9,4278.4,4305.7,2694360400,4305.7
"2009-08-24",4329.7,4434.3,4329.2,4434.2,1405939400,4434.2
"2009-08-25",4430.7,4442.1,4400.2,4417.5,1509120100,4417.5
"2009-08-26",4418.7,4476.8,4418.7,4464.4,2250122800,4464.4
"2009-08-27",4460.7,4468.1,4434.8,4458.1,2221704000,4458.1
"2009-08-28",4466.4,4497.2,4466,4495.9,1908021200,4495.9
"2009-08-31",4493.2,4540.2,4476.3,4484.1,2045021600,4484.1
"2009-09-01",4481.6,4520,4469.7,4511.3,1541666200,4511.3
"2009-09-02",4490.8,4490.8,4412.4,4436.6,1609031600,4436.6
"2009-09-03",4432.8,4448.2,4412.5,4432.9,1408655400,4432.9
"2009-09-04",4445.3,4480.2,4441.1,4442.7,1768366000,4442.7
"2009-09-07",4449.6,4473.8,4448.4,4461.1,1846245800,4461.1
"2009-09-08",4467.2,4529.9,4467.2,4527.8,1812606800,4527.8
"2009-09-09",4535.3,4558.3,4510.6,4527.1,1853315200,4527.1
"2009-09-10",4528.4,4578.8,4528.4,4573.5,1974461600,4573.5
"2009-09-11",4578.4,4606.8,4578,4596.3,1665406000,4596.3
"2009-09-14",4596.5,4596.5,4525.4,4536.1,1346823900,4536.1
"2009-09-15",4545.4,4587.4,4535.5,4547.2,1957651200,4547.2
"2009-09-16",4558.3,4653.5,4557.6,4652.8,1885091200,4652.8
"2009-09-17",4663.1,4746.8,4663.1,4714,2235605400,4714
"2009-09-18",4703.4,4703.6,4662.2,4693.7,2265912800,4693.7
"2009-09-21",4688.6,4704.2,4673,4684.1,1392954900,4684.1
"2009-09-22",4679.2,4688.4,4664.2,4671.1,1390644200,4671.1
"2009-09-23",4671.1,4741.5,4671.1,4741,1510029300,4741
"2009-09-24",4729.6,4732.4,4701.2,4707.9,1747790400,4707.9
"2009-09-25",4694.6,4726.7,4646.3,4714.8,2377333200,4714.8
"2009-09-28",4706.4,4707.8,4649.8,4676.9,1325533100,4676.9
"2009-09-29",4694.1,4761.8,4694.1,4747.2,1442416500,4747.2
"2009-09-30",4741.9,4759.5,4726.4,4739.3,1634055800,4739.3
"2009-10-01",4735.5,4752.8,4698,4702,1333796300,4702
"2009-10-02",4675.5,4675.5,4603.8,4606.1,1289011000,4606.1
"2009-10-05",4605.7,4621,4579.3,4579.3,592473300,4579.3
"2009-10-06",4593.8,4644.7,4589.3,4597.2,1275468700,4597.2
"2009-10-07",4616.6,4706.3,4616.4,4695.9,1437633100,4695.9
"2009-10-08",4697,4772.6,4689.3,4763.3,1636516700,4763.3
"2009-10-09",4774.2,4799.4,4749.5,4754.5,1626692500,4754.5
"2009-10-12",4762.2,4789.1,4743.4,4745.5,1138634700,4745.5
"2009-10-13",4749.4,4799.6,4749.4,4789.8,1334320400,4789.8
"2009-10-14",4787.1,4842.2,4786.2,4834,1305632000,4834
"2009-10-15",4847,4897.5,4847,4862.5,1820259000,4862.5
"2009-10-16",4862,4880,4840.9,4842.6,1236616600,4842.6
"2009-10-19",4837.3,4837.3,4781.6,4801.8,1034928000,4801.8
"2009-10-20",4816.3,4876,4815.9,4852.8,1685946000,4852.8
"2009-10-21",4845.6,4848.6,4827.2,4846.2,1643800600,4846.2
"2009-10-22",4838.9,4849.8,4816.9,4818.8,1390610700,4818.8
"2009-10-23",4831.1,4869,4831.1,4859.7,1943838400,4859.7
"2009-10-26",4847.5,4848.9,4814.7,4832.6,1044974600,4832.6
"2009-10-27",4817.6,4817.6,4752.6,4755,1616949800,4755
"2009-10-28",4753,4765.5,4685.4,4687.3,1583994800,4687.3
"2009-10-29",4658.8,4659.2,4563.2,4575.2,1992909200,4575.2
"2009-10-30",4601,4674.7,4601,4646.9,1856478200,4646.9
"2009-11-02",4617.1,4617.4,4520.7,4546.3,1269343300,4546.3
"2009-11-03",4553.3,4584.3,4527.9,4540,894707200,4540
"2009-11-04",4542.7,4565.5,4526.9,4547.6,0,4547.6
"2009-11-05",4544.9,4568.8,4515.3,4519.2,1381325200,4519.2
"2009-11-06",4537.1,4604.4,4536.9,4604.4,1324790600,4604.4
"2009-11-09",4607.2,4691.7,4607.1,4686.5,1466643900,4686.5
"2009-11-10",4705.6,4767.9,4705,4744,1635235600,4744
"2009-11-11",4746.5,4775.2,4744.6,4765.9,1427505400,4765.9
"2009-11-12",4769.6,4802.5,4757.2,4758.2,1280216500,4758.2
"2009-11-13",4745.2,4745.2,4706.6,4722.6,1257030900,4722.6
"2009-11-16",4731.6,4775,4731.6,4773.8,1367329800,4773.8
"2009-11-17",4785.5,4817.2,4750.2,4750.2,1411932200,4750.2
"2009-11-18",4757,4798.4,4755.2,4759.6,1428016700,4759.6
"2009-11-19",4764,4780.1,4748.7,4767.8,0,4767.8
"2009-11-20",4754.4,4754.4,4694.7,4706.7,1007809900,4706.7
"2009-11-23",4710,4746.3,4704.9,4739.2,1037742900,4739.2
"2009-11-24",4746,4784.5,4708.2,4708.2,1163100100,4708.2
"2009-11-25",4713.2,4741.4,4697.3,4741,1510529100,4741
"2009-11-26",4749.2,4768.1,4719,4727.6,1213746300,4727.6
"2009-11-27",4696.9,4696.9,4587.5,4597.2,1518265700,4597.2
"2009-11-30",4615.2,4721,4615.2,4715.5,1260913400,4715.5
"2009-12-01",4712,4733.1,4693.5,4733.1,1021861100,4733.1
"2009-12-02",4745.9,4806.1,4745.8,4776.7,1454802400,4776.7
"2009-12-03",4778.7,4799.4,4768.9,4789.3,1375324000,4789.3
"2009-12-04",4777,4777.2,4707.3,4721.2,1100012200,4721.2
"2009-12-07",4726.2,4740.3,4671.8,4695.2,997872300,4695.2
"2009-12-08",4695.2,4711.2,4671.8,4686.4,1235561700,4686.4
"2009-12-09",4679,4679,4614.1,4652.6,1201151300,4652.6
"2009-12-10",4652.1,4665.5,4614.1,4622.9,1418144400,4622.9
"2009-12-11",4627.8,4660,4627.8,4651.4,1096457300,4651.4
"2009-12-14",4651.7,4668.2,4626.6,4668.2,0,4668.2
"2009-12-15",4673.1,4702.6,4671.8,4687.8,1256272800,4687.8
"2009-12-16",4685.4,4701.3,4671.9,4676.1,1098694300,4676.1
"2009-12-17",4686.3,4718.8,4667.7,4689.6,1923852600,4689.6
"2009-12-18",4674.9,4677.5,4629.4,4671.9,1584607800,4671.9
"2009-12-21",4680.5,4710.7,4659.5,4659.5,20689200,4659.5
